Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:55:36:47.944,61,0.0000000000,0.0000000000,0.0000000000,0.2302692682,0.1658597291,0.0961083844,0.1540198326,0.0000000000,0.0000000000,0.3405147791,0.0000000000,0.1638877541,0.0964496210,0.1540205032,0.0282448400,0.0253948644,0.0000000000,0.0577756055,0.0679940730,0.0288811140,0.0461698808,0.0156772677,0.0000000000,0.0000000000,0.0000000000,0.0804278851,0.0679878965,0.0130126486,0.0124997590,0.0660868213,0.0597677343,0.0534679592,0.0338332281,0.0591126308,0.0302721895,0.0167422686,0.0185347572,0.0398975238,0.0393234603,0.0075270832,0.0074716439,0.0000000000,0.0000000000,0.0571838692,0.0010527098,0.0008890675,0.0129128052,0.0434832647,0.0584173538,0.0368372388,0.0319983773,0.0000000011,-0.1143625304,0.2304221392,-1.7671624422,-0.2074692845,-0.0730793923,0.0150789060,-0.1402928680,-0.0730893016,0.0102381855
11:55:36:48.942,61,0.0000000000,0.0000000000,0.0000000000,0.2333717346,0.1691390425,0.0965574607,0.1541385651,0.0000000000,0.0000000000,0.3435283005,0.0000000000,0.1671088487,0.0968998373,0.1541398317,0.0280261002,0.0253667701,0.0000000000,0.0574577935,0.0676665008,0.0287059825,0.0459587760,0.0157097578,0.0000000000,0.0000000000,0.0000000000,0.0750605911,0.0632417724,0.0129808635,0.0124657368,0.0657302290,0.0594127551,0.0531576127,0.0337136723,0.0589378141,0.0301938504,0.0167119075,0.0185024869,0.0398035385,0.0392205007,0.0074885543,0.0074313474,0.0000000000,0.0000000000,0.0570107214,0.0007361998,0.0005764151,0.0128984610,0.0434251204,0.0583348013,0.0367040820,0.0318804383,0.0000000009,-0.1145934165,0.2302585393,-1.7666394711,-0.2092836201,-0.0745444745,0.0155148059,-0.1421680152,-0.0745543689,0.0105827972
11:55:36:49.943,61,0.0000000000,0.0000000000,0.0000000000,0.2362515181,0.1704842448,0.0968626812,0.1544832885,0.0000000000,0.0000000000,0.3462897241,0.0000000000,0.1684203297,0.0972054675,0.1544848084,0.0278475136,0.0252988283,0.0000000000,0.0571722984,0.0673520193,0.0285236966,0.0457742959,0.0157945845,0.0000000000,0.0000000000,0.0000000000,0.0732694790,0.0616527982,0.0129292170,0.0124096889,0.0653829649,0.0590586960,0.0528876036,0.0335976779,0.0587855913,0.0301346052,0.0166715309,0.0184601471,0.0396810547,0.0390891507,0.0074469708,0.0073880637,0.0000000000,0.0000000000,0.0567370839,0.0003810581,0.0002231086,0.0128861526,0.0433115736,0.0581838638,0.0365777314,0.0317686684,0.0000000008,-0.1160301194,0.2306852490,-1.7665205002,-0.2109568268,-0.0751564130,0.0157658141,-0.1439159513,-0.0751663148,0.0108002555
11:55:36:50.945,61,0.0000000000,0.0000000000,0.0000000000,0.2427585125,0.1728302091,0.0970906690,0.1549211740,0.0000000000,0.0000000000,0.3525537252,0.0000000000,0.1706970185,0.0974347815,0.1549230814,0.0277157351,0.0253558680,0.0000000000,0.0570506789,0.0672293901,0.0284694713,0.0457534939,0.0158842262,0.0000000000,0.0000000000,0.0000000000,0.0725837648,0.0608775653,0.0129005304,0.0123748146,0.0651696548,0.0587829128,0.0527177639,0.0335405990,0.0587028489,0.0300874747,0.0166489016,0.0184391756,0.0396613926,0.0390553139,0.0074124606,0.0073532164,0.0000000000,0.0001398800,0.0565387867,0.0000157016,0.0000000000,0.0129067311,0.0432027280,0.0580596589,0.0364691578,0.0316754691,0.0000000008,-0.1161818430,0.2306214720,-1.7662606239,-0.2147563845,-0.0762351677,0.0162765421,-0.1478682011,-0.0762450248,0.0112545164
11:55:36:51.948,61,0.0000000000,0.0000000000,0.0000000000,0.2442896962,0.1774946600,0.0974372625,0.1560021937,0.0000000000,0.0000000000,0.3539606929,0.0000000000,0.1752966195,0.0977836996,0.1560052782,0.0276016444,0.0254482478,0.0000000000,0.0571587831,0.0673973933,0.0285233352,0.0458165221,0.0159352049,0.0000000000,0.0000000000,0.0000000000,0.0717740878,0.0597918071,0.0129287867,0.0124016544,0.0652253106,0.0587838776,0.0525888577,0.0335057490,0.0586570166,0.0300402883,0.0166437346,0.0184342526,0.0398202576,0.0391963385,0.0073930752,0.0073323622,0.0002143946,0.0003669141,0.0565165654,0.0000000000,0.0000000000,0.0129240379,0.0431879722,0.0580647402,0.0363790616,0.0316078737,0.0000000006,-0.1169883311,0.2318532467,-1.7658976316,-0.2155800760,-0.0783037022,0.0167830121,-0.1487774253,-0.0783135220,0.0116316155
11:55:36:52.948,61,0.0000000000,0.0000000000,0.0000000000,0.2369934916,0.1743912399,0.0973436311,0.1564629674,0.0000000000,0.0000000000,0.3469045460,0.0000000000,0.1722784191,0.0976894647,0.1564664394,0.0273881387,0.0255693756,0.0000000000,0.0569883846,0.0672458187,0.0284285638,0.0455935262,0.0159883015,0.0000000000,0.0000000000,0.0000000000,0.0701349378,0.0561525375,0.0129450038,0.0124160545,0.0652308315,0.0587208867,0.0523039624,0.0333580114,0.0585420728,0.0299906917,0.0166125428,0.0184084307,0.0398503430,0.0392042734,0.0073744301,0.0073149423,0.0001960699,0.0003458671,0.0564123206,0.0000000000,0.0000000000,0.0128766038,0.0431084484,0.0579950511,0.0362624899,0.0315247029,0.0000000005,-0.1189032868,0.2322958857,-1.7659112215,-0.2113044560,-0.0768839493,0.0161557384,-0.1443492770,-0.0768938065,0.0110824555
11:55:36:53.950,61,0.0000000000,0.0000000000,0.0000000000,0.2300356477,0.1704382896,0.0969941393,0.1567349136,0.0000000000,0.0000000000,0.3402606845,0.0000000000,0.1684150547,0.0973363966,0.1567392647,0.0271423291,0.0255515371,0.0000000000,0.0566449054,0.0668740422,0.0281586051,0.0451279134,0.0161629580,0.0000000000,0.0000000000,0.0000000000,0.0605023652,0.0506399088,0.0129588638,0.0124236224,0.0650455505,0.0584878288,0.0519248284,0.0332248099,0.0582368821,0.0298410263,0.0165595133,0.0183562413,0.0397833362,0.0390957147,0.0073311403,0.0072684390,0.0001518913,0.0002970747,0.0560532063,0.0000000000,0.0000000000,0.0127868718,0.0429800898,0.0578157939,0.0361014158,0.0313898958,0.0000000005,-0.1195052788,0.2323052138,-1.7663189173,-0.2072843015,-0.0750953853,0.0154827433,-0.1401297897,-0.0751052722,0.0105094621
11:55:36:54.953,61,0.0000000000,0.0000000000,0.0000000000,0.2330226451,0.1714166999,0.0968572497,0.1571356654,0.0000000000,0.0000000000,0.3431686163,0.0000000000,0.1693624556,0.0971974805,0.1571408063,0.0268973019,0.0255604517,0.0000000000,0.0562863909,0.0664908439,0.0278652757,0.0446343496,0.0162958540,0.0000000000,0.0000000000,0.0000000000,0.0537679195,0.0435955040,0.0129793361,0.0124391289,0.0648299754,0.0582354032,0.0515154228,0.0331042521,0.0578770116,0.0296637546,0.0164994299,0.0182958208,0.0397307239,0.0390077755,0.0072816922,0.0072175711,0.0000110981,0.0001526889,0.0557461269,0.0000000000,0.0000000000,0.0126893437,0.0428243726,0.0576209538,0.0358951502,0.0312237535,0.0000000001,-0.1207611710,0.2313946933,-1.7665996552,-0.2090491503,-0.0755460858,0.0157066695,-0.1419447660,-0.0755559504,0.0107087698
11:55:36:55.954,61,0.0000000000,0.0000000000,0.0000000000,0.2339520305,0.1696542650,0.0966056511,0.1581799090,0.0000000000,0.0000000000,0.3440825939,0.0000000000,0.1676144600,0.0969428048,0.1581852883,0.0267552827,0.0254980009,0.0000000000,0.0560442470,0.0662377179,0.0275975745,0.0441247262,0.0163630378,0.0000000000,0.0000000000,0.0000000000,0.0508489124,0.0404260717,0.0130237518,0.0124803670,0.0646400601,0.0580311157,0.0512747169,0.0331456177,0.0573753528,0.0293924026,0.0164479651,0.0182445534,0.0398089588,0.0390564874,0.0072278944,0.0071639190,0.0001182142,0.0002580327,0.0553606860,0.0000000000,0.0000000000,0.0125910202,0.0426773503,0.0574600324,0.0357290208,0.0310992282,0.0000000001,-0.1203068197,0.2302053273,-1.7672197819,-0.2096178383,-0.0747753531,0.0155875143,-0.1425191015,-0.0747852698,0.0106417304
11:55:36:56.954,61,0.0000000000,0.0000000000,0.0000000000,0.2446359694,0.1706484109,0.0969158784,0.1589765996,0.0000000000,0.0000000000,0.3543181419,0.0000000000,0.1685308367,0.0972535461,0.1589821428,0.0269697960,0.0252826791,0.0000000000,0.0561796129,0.0663539171,0.0274661463,0.0436051935,0.0164427925,0.0000000000,0.0000000000,0.0000000000,0.0505056717,0.0407573581,0.0131533956,0.0125984810,0.0649045706,0.0582738891,0.0518675111,0.0335923061,0.0569611266,0.0291298963,0.0164440852,0.0182404015,0.0401916951,0.0394187011,0.0071787480,0.0071140537,0.0001802379,0.0003179554,0.0552576222,0.0000000000,0.0000000000,0.0124959471,0.0427497812,0.0575804040,0.0356927663,0.0310872141,0.0000000003,-0.1182303727,0.2280206382,-1.7672799826,-0.2158464491,-0.0752855986,0.0161533710,-0.1490224451,-0.0752954856,0.0111999400
11:55:36:57.956,61,0.0000000000,0.0000000000,0.0000000000,0.2455354482,0.1771455258,0.0974633768,0.1593046337,0.0000000000,0.0000000000,0.3550775647,0.0000000000,0.1749455333,0.0978023708,0.1593102515,0.0273233727,0.0250708926,0.0000000000,0.0564296842,0.0665749907,0.0273983069,0.0431203693,0.0165081304,0.0000000000,0.0000000000,0.0000000000,0.0527695343,0.0423587449,0.0132991821,0.0127341924,0.0651850849,0.0585125126,0.0532436334,0.0342902616,0.0565638654,0.0288587529,0.0164621230,0.0182626825,0.0406692922,0.0398788080,0.0071289116,0.0070659863,0.0003050906,0.0004410101,0.0552239902,0.0000000000,0.0000000000,0.0124148168,0.0428978577,0.0578048080,0.0357193351,0.0311296079,0.0000000008,-0.1169323251,0.2266845107,-1.7658336163,-0.2162628919,-0.0781585947,0.0168040060,-0.1495378762,-0.0781684145,0.0116688721
11:55:36:58.959,61,0.0000000000,0.0000000000,0.0000000000,0.2489311993,0.1829383373,0.0978267938,0.1602705121,0.0000000000,0.0000000000,0.3582444191,0.0000000000,0.1806475967,0.0981649756,0.1602756977,0.0274572726,0.0249518640,0.0000000000,0.0563874096,0.0664528012,0.0272114668,0.0425413921,0.0164847095,0.0000000000,0.0000000000,0.0000000000,0.0522809252,0.0395565554,0.0134534519,0.0128756436,0.0652108043,0.0584734157,0.0536921062,0.0347956009,0.0560622551,0.0285573304,0.0164975766,0.0183079671,0.0409150198,0.0400947519,0.0070537524,0.0069966777,0.0004182798,0.0005530547,0.0550224781,0.0000000000,0.0000000000,0.0123547567,0.0428951755,0.0578697026,0.0356100500,0.0310763344,0.0000000012,-0.1157001778,0.2254526317,-1.7654718161,-0.2181485742,-0.0807399452,0.0175102167,-0.1515755057,-0.0807497352,0.0122188302
11:55:36:59.961,61,0.0000000000,0.0000000000,0.0000000000,0.2437154204,0.1824389249,0.0980268493,0.1607442051,0.0000000000,0.0000000000,0.3532519042,0.0000000000,0.1801884323,0.0983644426,0.1607496291,0.0275724623,0.0248498619,0.0000000000,0.0563654453,0.0662827864,0.0269132480,0.0418742262,0.0165059455,0.0000000000,0.0000000000,0.0000000000,0.0517434068,0.0384549238,0.0135928290,0.0129999118,0.0651869103,0.0583803393,0.0540833995,0.0353170261,0.0555436090,0.0282417275,0.0164867565,0.0183006376,0.0410322510,0.0401867889,0.0069625527,0.0069109784,0.0002016979,0.0003349991,0.0547604449,0.0000000000,0.0000000000,0.0122496001,0.0428287946,0.0578245632,0.0354664251,0.0309879035,0.0000000014,-0.1159205660,0.2227757722,-1.7646456957,-0.2151122391,-0.0804807916,0.0172146801,-0.1484023631,-0.0804905817,0.0119263986
11:55:37:00.961,61,0.0000000000,0.0000000000,0.0000000000,0.2380334437,0.1922195405,0.0983478725,0.1604542285,0.0000000000,0.0000000000,0.3476053476,0.0000000000,0.1898953170,0.0986824483,0.1604595333,0.0275957454,0.0246388670,0.0000000000,0.0562184900,0.0661142841,0.0267247520,0.0412764587,0.0165037308,0.0000000000,0.0000000000,0.0000000000,0.0480986424,0.0352864973,0.0136996638,0.0130982557,0.0651555806,0.0583205298,0.0541649684,0.0355672725,0.0551048294,0.0280000847,0.0164982770,0.0183178540,0.0412772149,0.0403913893,0.0069246101,0.0068760575,0.0001782058,0.0003101332,0.0545744188,0.0000000000,0.0000000000,0.0121381143,0.0428416654,0.0578209199,0.0353882611,0.0309446659,0.0000000013,-0.1180474386,0.2225590944,-1.7641251087,-0.2116004527,-0.0847521499,0.0178409126,-0.1448916197,-0.0847618580,0.0122671351
11:55:37:01.962,61,0.0000000000,0.0000000000,0.0000000000,0.2343450189,0.1929023713,0.0985371917,0.1601346731,0.0000000000,0.0000000000,0.3439424634,0.0000000000,0.1905989498,0.0988657475,0.1601396948,0.0277754813,0.0241707321,0.0000000000,0.0559292622,0.0657705441,0.0264639035,0.0402264893,0.0164601784,0.0000000000,0.0000000000,0.0000000000,0.0470364429,0.0345341191,0.0137982145,0.0131871868,0.0650069639,0.0582170151,0.0545035042,0.0359843895,0.0546090677,0.0277280640,0.0165316928,0.0183572751,0.0415259488,0.0405982882,0.0068835830,0.0068374099,0.0002538878,0.0003854833,0.0543335490,0.0000000000,0.0000000000,0.0120200040,0.0429752283,0.0579602271,0.0354133099,0.0309823733,0.0000000022,-0.1186277568,0.2202132344,-1.7649228573,-0.2093655318,-0.0850255266,0.0177125037,-0.1426429749,-0.0850352347,0.0121172154
11:55:37:02.964,61,0.0000000000,0.0000000000,0.0000000000,0.2264460772,0.1986771673,0.0987028703,0.1599001139,0.0000000000,0.0000000000,0.3362121880,0.0000000000,0.1963670701,0.0990250260,0.1599048078,0.0279984791,0.0235465076,0.0000000000,0.0557073206,0.0655114874,0.0261921678,0.0393627696,0.0165123381,0.0000000000,0.0000000000,0.0000000000,0.0462309271,0.0343187526,0.0138991075,0.0132812560,0.0648806244,0.0581660345,0.0549821481,0.0364717580,0.0541061498,0.0274481326,0.0165663268,0.0183955841,0.0419281013,0.0409630314,0.0068531814,0.0068051582,0.0003657392,0.0004967987,0.0540336557,0.0000000000,0.0000000000,0.0118970759,0.0431438461,0.0581004210,0.0355108343,0.0310614593,0.0000000020,-0.1181943119,0.2173219025,-1.7644693851,-0.2046162188,-0.0875114053,0.0178252049,-0.1378052682,-0.0875210688,0.0120529365
11:55:37:03.967,61,0.0000000000,0.0000000000,0.0000000000,0.2199452966,0.2034848630,0.0989382491,0.1594824940,0.0000000000,0.0000000000,0.3299053907,0.0000000000,0.2011700422,0.0992571041,0.1594870090,0.0285607185,0.0229015741,0.0000000000,0.0561265610,0.0666502863,0.0263722818,0.0389362797,0.0167480186,0.0000000000,0.0000000000,0.0000000000,0.0512993895,0.0507478267,0.0140455281,0.0134196356,0.0651880503,0.0585414805,0.0588201098,0.0376272798,0.0537939891,0.0272188075,0.0166344754,0.0184608940,0.0459083803,0.0446155742,0.0068916040,0.0068337806,0.0005616182,0.0006911843,0.0542042293,0.0000000000,0.0000000000,0.0118242344,0.0435719490,0.0585369542,0.0358397700,0.0313130543,0.0000000021,-0.1180110946,0.2173541337,-1.7635543346,-0.2007412314,-0.0895805135,0.0179079957,-0.1338245273,-0.0895901769,0.0119851194
11:55:37:04.967,61,0.0000000000,0.0000000000,0.0000000000,0.2193595767,0.2035944164,0.0992086306,0.1593546122,0.0000000000,0.0000000000,0.3293597996,0.0000000000,0.2012823373,0.0995240882,0.1593588889,0.0291375481,0.0223759189,0.0000000000,0.0564082116,0.0671159029,0.0265324526,0.0386296213,0.0168951061,0.0000000000,0.0000000000,0.0000000000,0.0544023439,0.0553178117,0.0141682364,0.0135386828,0.0653587580,0.0587896928,0.0607405156,0.0383849964,0.0536793955,0.0270977803,0.0167622026,0.0185933672,0.0472407639,0.0458663404,0.0069237263,0.0068578096,0.0008507781,0.0009798883,0.0543183759,0.0000000000,0.0000000000,0.0118190851,0.0440658964,0.0590816624,0.0361810289,0.0315819494,0.0000000029,-0.1202339157,0.2171127498,-1.7628991604,-0.2004084289,-0.0896244720,0.0178875253,-0.1334676147,-0.0896341056,0.0119592398
11:55:37:05.969,61,0.0000000000,0.0000000000,0.0000000000,0.2199219316,0.1985177398,0.0993770212,0.1582445800,0.0000000000,0.0000000000,0.3299848735,0.0000000000,0.1962559372,0.0996878520,0.1582484245,0.0310761500,0.0217490122,0.0000000000,0.0575313903,0.0687336400,0.0269720275,0.0385687798,0.0170825608,0.0000000000,0.0000000000,0.0000000000,0.0642065629,0.0645278916,0.0143155372,0.0136851864,0.0657488108,0.0592867509,0.0656580850,0.0402003974,0.0536661595,0.0269950628,0.0169095341,0.0187415443,0.0491185375,0.0478178523,0.0069933855,0.0069172601,0.0014492930,0.0015806672,0.0545151234,0.0000000000,0.0000000000,0.0118221967,0.0447198898,0.0599367395,0.0366672575,0.0319563970,0.0000000028,-0.1225890964,0.2174432278,-1.7614970207,-0.2008275688,-0.0873936117,0.0174760465,-0.1338359565,-0.0874032974,0.0116920695
11:55:37:06.970,61,0.0000000000,0.0000000000,0.0000000000,0.2128670514,0.1925951093,0.0996040031,0.1531392783,0.0000000000,0.0000000000,0.3233051598,0.0000000000,0.1904471368,0.0999105871,0.1531423926,0.0333103053,0.0211412907,0.0000000000,0.0597715043,0.0717251003,0.0279234573,0.0387538038,0.0172271393,0.0000000000,0.0000000000,0.0000000000,0.0674157068,0.0678259283,0.0144893909,0.0138644530,0.0661393180,0.0598071590,0.0696426630,0.0429512896,0.0536992922,0.0268875752,0.0171244908,0.0189650264,0.0511080064,0.0499603152,0.0070743491,0.0069893887,0.0021192185,0.0022543082,0.0547689684,0.0000000000,0.0000000000,0.0118856812,0.0459374525,0.0615031123,0.0372531600,0.0324139483,0.0000000055,-0.1247347221,0.2173301727,-1.7598830462,-0.1968054473,-0.0847378075,0.0166076589,-0.1295716017,-0.0847475454,0.0109760277
11:55:37:07.973,61,0.0000000000,0.0000000000,0.0000000000,0.2046649903,0.1905877590,0.0998061523,0.1506509483,0.0000000000,0.0000000000,0.3153172433,0.0000000000,0.1885220855,0.1001069546,0.1506533325,0.0344953500,0.0205718521,0.0000000000,0.0607836917,0.0730234459,0.0288521796,0.0389657952,0.0173139721,0.0000000000,0.0000000000,0.0000000000,0.0694009960,0.0697119236,0.0146338325,0.0140227629,0.0665761009,0.0603843629,0.0713321194,0.0440810584,0.0538502783,0.0268781874,0.0173555426,0.0192066599,0.0523742326,0.0512622632,0.0071984301,0.0071026077,0.0029532183,0.0030927910,0.0549983792,0.0000000000,0.0000000000,0.0119330483,0.0471761934,0.0629836321,0.0378618874,0.0328878947,0.0000000066,-0.1277828664,0.2158003151,-1.7585611343,-0.1919569373,-0.0838009715,0.0160237309,-0.1245884448,-0.0838107318,0.0104389321
11:55:37:08.973,61,0.0000000000,0.0000000000,0.0000000000,0.2001205534,0.1833861470,0.0995616466,0.1494353265,0.0000000000,0.0000000000,0.3109924197,0.0000000000,0.1814269871,0.0998552963,0.1494373381,0.0354290269,0.0200166367,0.0000000000,0.0616786070,0.0740627199,0.0295490604,0.0391906649,0.0173022263,0.0000000000,0.0000000000,0.0000000000,0.0706737041,0.0707805753,0.0147880428,0.0141953407,0.0670521557,0.0610273145,0.0725769848,0.0449245684,0.0540128201,0.0268630292,0.0175474305,0.0194081236,0.0532957576,0.0522138700,0.0073077693,0.0072066393,0.0035254932,0.0036682272,0.0552855134,0.0000000000,0.0000000000,0.0119570363,0.0480307117,0.0639348477,0.0384463854,0.0333531871,0.0000000070,-0.1270063818,0.2123031318,-1.7562839985,-0.1893723011,-0.0806065500,0.0152053516,-0.1218535975,-0.0806163400,0.0098200673
11:55:37:09.975,61,0.0000000000,0.0000000000,0.0000000000,0.1987297982,0.1825361699,0.0994988978,0.1494669765,0.0000000000,0.0000000000,0.3096341193,0.0000000000,0.1805958301,0.0997867733,0.1494685411,0.0371474549,0.0195088517,0.0000000000,0.0631028339,0.0751477107,0.0302114543,0.0395446941,0.0173113365,0.0000000000,0.0000000000,0.0000000000,0.0740417093,0.0733482763,0.0149683282,0.0143909650,0.0675983578,0.0617295280,0.0757636726,0.0461387783,0.0542473421,0.0268587116,0.0177746657,0.0196452290,0.0540144816,0.0529768616,0.0073742811,0.0072669168,0.0042375126,0.0043867235,0.0555398427,0.0000000000,0.0000000000,0.0120405555,0.0488117673,0.0647820830,0.0389867947,0.0337887034,0.0000000068,-0.1266361922,0.2095767260,-1.7549139261,-0.1885507107,-0.0802245960,0.0150681389,-0.1210104004,-0.0802344084,0.0097060530
11:55:37:10.977,61,0.0000000000,0.0000000000,0.0000000000,0.1987225115,0.1882212013,0.0998150185,0.1497518122,0.0000000000,0.0000000000,0.3095783591,0.0000000000,0.1862228364,0.1000995710,0.1497531533,0.0381451212,0.0190698095,0.0000000000,0.0645775944,0.0764907226,0.0308231469,0.0398658328,0.0172269624,0.0000000000,0.0000000000,0.0000000000,0.0740725324,0.0717861205,0.0151959956,0.0146369850,0.0681515858,0.0624296367,0.0771997198,0.0470728800,0.0544071421,0.0268182494,0.0180013217,0.0198817085,0.0547560193,0.0537497289,0.0074329614,0.0073242183,0.0049905651,0.0051466003,0.0557289273,0.0000000000,0.0000000000,0.0120953666,0.0495300181,0.0655429363,0.0394427106,0.0341698788,0.0000000069,-0.1272749156,0.2070386112,-1.7533205748,-0.1884792000,-0.0827232972,0.0155336773,-0.1209815145,-0.0827330649,0.0100072837
11:55:37:11.980,61,0.0000000000,0.0000000000,0.0000000000,0.1924173683,0.1835145056,0.1000533104,0.1501443833,0.0000000000,0.0000000000,0.3035534620,0.0000000000,0.1816074997,0.1003329754,0.1501455754,0.0387530699,0.0186170116,0.0000000000,0.0652830675,0.0772203356,0.0314331166,0.0400405265,0.0169710163,0.0000000000,0.0000000000,0.0000000000,0.0708098412,0.0649363548,0.0154030696,0.0148744481,0.0686303228,0.0630801097,0.0777374655,0.0475987196,0.0544896647,0.0267894287,0.0182182658,0.0201101769,0.0558566973,0.0549102798,0.0075422963,0.0074363286,0.0068261414,0.0070134336,0.0558544546,0.0000000000,0.0000000000,0.0121340854,0.0502673052,0.0664423108,0.0398938917,0.0345679782,0.0000000067,-0.1263232529,0.2044607401,-1.7512300014,-0.1848416477,-0.0806173906,0.0148478365,-0.1171627268,-0.0806272477,0.0094451085
11:55:37:12.980,61,0.0000000000,0.0000000000,0.0000000000,0.1975344270,0.1878374964,0.1007476151,0.1501078159,0.0000000000,0.0000000000,0.3083935678,0.0000000000,0.1858523339,0.1010246500,0.1501089633,0.0393100157,0.0181650985,0.0000000000,0.0660817325,0.0785483569,0.0319821537,0.0400652178,0.0168438703,0.0000000000,0.0000000000,0.0000000000,0.0535193048,0.0480133817,0.0157228429,0.0152218761,0.0698507130,0.0649198070,0.0783760548,0.0482664928,0.0545154065,0.0267086513,0.0184164289,0.0203213096,0.0602029823,0.0588840693,0.0076486086,0.0075449147,0.0077142790,0.0079105934,0.0562557243,0.0000000000,0.0000000000,0.0121063767,0.0510269403,0.0674190298,0.0403151810,0.0349612609,0.0000000067,-0.1280881315,0.2023345679,-1.7493245602,-0.1877603978,-0.0825473815,0.0154420892,-0.1202598959,-0.0825571790,0.0099266404
11:55:37:13.981,61,0.0000000000,0.0000000000,0.0000000000,0.1984847039,0.1873844564,0.1010699868,0.1504834592,0.0000000000,0.0000000000,0.3092891574,0.0000000000,0.1853977591,0.1013417542,0.1504846513,0.0396860987,0.0177139845,0.0000000000,0.0665602237,0.0791286230,0.0322957411,0.0399881043,0.0166533999,0.0000000000,0.0000000000,0.0000000000,0.0486033782,0.0428964682,0.0159751121,0.0155029418,0.0703996867,0.0657119825,0.0787719116,0.0487683564,0.0545100570,0.0266387910,0.0185587350,0.0204682220,0.0616548099,0.0602549165,0.0077296402,0.0076318090,0.0086001633,0.0087978179,0.0563974939,0.0000000000,0.0000000000,0.0120452465,0.0515799932,0.0680023357,0.0405989103,0.0352461152,0.0000000069,-0.1306187510,0.1989732683,-1.7465854883,-0.1883087307,-0.0823540837,0.0154502206,-0.1208403856,-0.0823638439,0.0099508585
11:55:37:14.983,61,0.0000000000,0.0000000000,0.0000000000,0.1961429268,0.1856309921,0.1012658924,0.1520900577,0.0000000000,0.0000000000,0.3070373237,0.0000000000,0.1836787164,0.1015324220,0.1520910859,0.0399787761,0.0172934365,0.0000000000,0.0670991912,0.0796591863,0.0324334092,0.0399357863,0.0164133906,0.0000000000,0.0000000000,0.0000000000,0.0438882560,0.0384128205,0.0162364021,0.0157935843,0.0707887411,0.0662881583,0.0791853145,0.0493589640,0.0544036329,0.0264980160,0.0186731350,0.0205866005,0.0624683797,0.0610431060,0.0077613657,0.0076685394,0.0093750833,0.0095725460,0.0564069711,0.0000000000,0.0000000000,0.0119850412,0.0520348623,0.0684333816,0.0408281423,0.0354897268,0.0000000058,-0.1320801377,0.1940738261,-1.7441399097,-0.1869492680,-0.0815693066,0.0151931951,-0.1194222048,-0.0815791190,0.0097405277
11:55:37:15.985,61,0.0000000000,0.0000000000,0.0000000000,0.2000920326,0.1961406767,0.1030005142,0.1547850966,0.0000000000,0.0000000000,0.3105937541,0.0000000000,0.1940568835,0.1032591686,0.1547842324,0.0401703715,0.0169347282,0.0000000000,0.0673778281,0.0799543038,0.0325546339,0.0397543944,0.0161593705,0.0000000000,0.0000000000,0.0000000000,0.0401289538,0.0305064637,0.0165146384,0.0160998106,0.0713142008,0.0668987110,0.0793793574,0.0496948734,0.0543829314,0.0264352895,0.0187998563,0.0207234882,0.0631427392,0.0616669655,0.0078174844,0.0077359639,0.0100254063,0.0102262683,0.0566486754,0.0000000000,0.0000000000,0.0119077750,0.0525469780,0.0689761117,0.0409871750,0.0357147530,0.0000000052,-0.1335704178,0.1906864941,-1.7417671680,-0.1890429854,-0.0862129331,0.0162398797,-0.1217796952,-0.0862226337,0.0104998816
11:55:37:16.986,61,0.0000000000,0.0000000000,0.0000000000,0.1987024993,0.1971905828,0.1039714143,0.1573319137,0.0000000000,0.0000000000,0.3092009723,0.0000000000,0.1951074153,0.1042263955,0.1573301554,0.0403896086,0.0165867489,0.0000000000,0.0677696764,0.0802893266,0.0325851366,0.0396053232,0.0158420634,0.0000000000,0.0000000000,0.0000000000,0.0381705314,0.0271512922,0.0168202054,0.0164375156,0.0718358159,0.0675149858,0.0797882825,0.0502121001,0.0543222353,0.0263298098,0.0189243834,0.0208551250,0.0635945573,0.0621091910,0.0078262128,0.0077579473,0.0105038481,0.0107080750,0.0568849966,0.0000000000,0.0000000000,0.0118463477,0.0529471636,0.0693884715,0.0410875119,0.0359123237,0.0000000056,-0.1343145221,0.1855277866,-1.7383209467,-0.1881879270,-0.0866655037,0.0162525885,-0.1209292486,-0.0866751820,0.0104819164
